id,public_id,name,SMILES,InDomain
19348,FDB019341,Centose,OCC1OC(OC2C(O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,TRUE
19350,FDB019343,3-beta-Cellobiosylglucose,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)OC(CO)C3O)OC2CO)C(O)C(O)C1O,TRUE
19357,FDB019350,Sativoside B1,CC(CCC1(O)OC2CC3C4CC(O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE
19362,FDB019355,Assamicain A,OC1=CC(O)=C(CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(C2=CC(O)=C(O)C(O)=C2)C2=C3OC(C(CC3=C(O)C=C2O)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1,TRUE
19373,FDB019366,Trehalulose,OCC1OC(O)(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,TRUE
19391,FDB019384,beta-D-Fructofuranosyl-(2->1)-beta-D-fructofuranosyl-(2->6)-alpha-D-glucopyranosyl-(1->2)-beta-D-fructofuranosyl beta-D-fructofuranoside,OCC1OC(CO)(OCC2(OCC3OC(OC4(COC5(CO)OC(CO)C(O)C5O)OC(CO)C(O)C4O)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O,TRUE
19392,FDB019385,alpha-L-Rhamnopyranosyl-(1->3)-alpha-D-galactopyranosyl-(1->3)-L-fucose,CC1OC(OC2C(O)C(CO)OC(OC3C(O)C(C)OC(O)C3O)C2O)C(O)C(O)C1O,TRUE
19427,FDB019420,"Epigallocatechin-(4beta->6)-epicatechin 3,3'-digallate",OC1=CC2=C([C@@H]([C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C(O)=C2)C2=C(O)C3=C(O[C@@H]([C@@H](C3)OC(=O)C3=CC(O)=C(O)C(O)=C3)C3=CC=C(O)C(O)=C3)C=C2O)C(O)=C1,TRUE
19432,FDB019425,Naringin 6''-malonate,CC1OC(OC2C(O)C(O)C(COC(=O)CC(O)=O)OC2OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C=C3)C(O)=C2)C(O)C(O)C1O,TRUE
19452,FDB019445,Ethyl 4Z-octenoate,CCC\C=C\CCC(=O)OCC,TRUE
19458,FDB019451,1-(2-Furanyl)-1-pentanone,CCCCC(=O)C1=CC=CO1,TRUE
19463,FDB019456,1-Hexanethiol,CCCCCCS,TRUE
19476,FDB019469,a-L-Arabinofuranosyl-(1->2)-[a-D-mannopyranosyl-(1->6)]-D-mannose,OCC1OC(OC2C(O)OC(COC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,TRUE
19477,FDB019470,"2,4-Dimethyl-2-pentenoic acid",CC(C)\C=C(/C)C(O)=O,TRUE
19489,FDB019482,Sativoside R2,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE
19490,FDB019483,Sativoside R1,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(OC2OCC(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE
19513,FDB019506,Isorhamnetin 3-O-[a-L-rhamnopyranosyl-(1->3)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside],COC1=C(O)C=CC(=C1)C1=C(OC2OC(COC3OC(C)C(O)C(OC4OC(C)C(O)C(O)C4O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE
19514,FDB019507,Quinoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
19547,FDB019540,Congmunoside XV,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE
19552,FDB019545,16-Methyl-epi-nigakihemiacetal B,COC1CC2C(C)=C(OC)C(=O)C3C2(C)C(CC2C(C)C=C(OC)C(=O)C32C)O1,TRUE
19556,FDB019549,"Epiafzelechin-(4b->8)-epicatechin 3,3'-digallate",OC1=CC=C(C=C1)C1OC2=CC(O)=CC(O)=C2C(C1OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=C2OC(C(CC2=C(O)C=C1O)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1,TRUE
19562,FDB019555,4-Mercaptobutyl glucosinolate,OCC1OC(S\C(CCCCS)=N\OS(O)(=O)=O)C(O)C(O)C1O,TRUE
19580,FDB019573,Hyperin 2''-[glucosyl-(1->3)-rhamnoside] 6''-rhamnoside,CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(OC3OC(C)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)C(O)C(O)C1O,TRUE
19592,FDB019585,Myricetin 3-(4''-acetylrhamnoside),CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1OC(C)=O,TRUE
19596,FDB019589,4'-Methylliquiritigenin 7-glucoside,COC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C=C2,TRUE
19611,FDB019604,Notoginsenoside L,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
19732,FDB019725,Pyroligneous acid,CC(O)=O,TRUE
19857,FDB019850,3-Mercaptohexanol,CCCC(S)CCO,TRUE
19865,FDB019858,6-O-b-D-Fructofuranosyl-2-deoxy-D-glucose,OCC1OC(CO)(OCC2OC(O)CC(O)C2O)C(O)C1O,TRUE
19870,FDB019863,3-Methylbutyl 2-methylbutanoate,CCC(C)C(=O)OCCC(C)C,TRUE
19875,FDB019868,Potassium benzoate,[K+].[O-]C(=O)C1=CC=CC=C1,TRUE
19876,FDB019869,Sodium benzoate,[Na+].[O-]C(=O)C1=CC=CC=C1,TRUE
19881,FDB019874,Butyl levulinate,CCCCOC(=O)CCC(C)=O,TRUE
19882,FDB019875,Decyl acetate,CCCCCCCCCCOC(C)=O,TRUE
19889,FDB019882,Heptyl 2-methylpropanoate,CCCCCCCOC(=O)C(C)C,TRUE
19894,FDB019887,4-Ethyl-2-methoxyphenol,CCC1=CC(OC)=C(O)C=C1,TRUE
19900,FDB019893,Fagopyritol A2,OCC1OC(OCC2OC(OC3C(O)C(O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
19901,FDB019894,Fagopyritol A3,OCC1OC(OCC2OC(OCC3OC(OC4C(O)C(O)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
19902,FDB019895,Quinine bisulfate,O.O.O.O.O.O.O.OS(O)(=O)=O.OS(O)(=O)=O.COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,TRUE
19912,FDB019905,Ethyl nonanoate,CCCCCCCCC(=O)OCC,TRUE
19913,FDB019906,Methyl (E)-2-nonenoate,CCCCCC\C=C/C(=O)OC,TRUE
19914,FDB019907,Ethyl octanoate,CCCCCCCC(=O)OCC,TRUE
19925,FDB019918,Allyl 3-cyclohexylpropionate,C=CCOC(=O)CCC1CCCCC1,TRUE
19927,FDB019920,2-Propenyl heptanoate,CCCCCCC(=O)OCC=C,TRUE
19928,FDB019921,Ethyl hexanoate,CCCCCC(=O)OCC,TRUE
19929,FDB019922,2-Propenyl hexanoate,CCCCCC(=O)OCC=C,TRUE
19930,FDB019923,Butyl hexanoate,CCCCCC(=O)OCCCC,TRUE
19931,FDB019924,2-Hexenyl acetate,CCC\C=C\COC(C)=O,TRUE
19932,FDB019925,cis-3-Hexenyl isobutyrate,CC\C=C/CCOC(=O)C(C)C,TRUE
19933,FDB019926,cis-3-Hexenyl formate,CC\C=C/CCOC=O,TRUE
19934,FDB019927,cis-3-Hexenyl acetate,CC\C=C/CCOC(C)=O,TRUE
19937,FDB019930,2-Phenoxyethyl isobutyrate,CC(C)C(=O)OCCOC1=CC=CC=C1,TRUE
19942,FDB019935,Isoamyl butyrate,CCCC(=O)OCCC(C)C,TRUE
19948,FDB019941,(-)-Isopulegol acetate,C[C@@H]1CC[C@H]([C@@H](C1)OC(C)=O)C(C)=C,TRUE
19965,FDB019958,"2,2,4,4,6,6-Hexamethyl-1,3,5-trithiane",CC1(C)SC(C)(C)SC(C)(C)S1,TRUE
19975,FDB019968,Butyl isobutyrate,CCCCOC(=O)C(C)C,TRUE
19978,FDB019971,Butyl lactate,CCCCOC(=O)C(C)O,TRUE
19987,FDB019980,Ethyl 2-(methylthio)acetate,CCOC(=O)CSC,TRUE
19988,FDB019981,(Z)-2-Hexenal,CCC\C=C/C=O,TRUE
19991,FDB019984,Nonyl acetate,CCCCCCCCCOC(C)=O,TRUE
19993,FDB019986,Ethyl 3-oxo-3-phenylpropanoate,CCOC(=O)CC(=O)C1=CC=CC=C1,TRUE
19998,FDB019991,alpha-Terpinyl isovalerate,CC(C)CC(=O)OC(C)(C)C1CCC(C)=CC1,TRUE
20007,FDB020000,Kelose,OCC1OC(CO)(OCC2OC(CO)(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,TRUE
20009,FDB020002,Neryl formate,CC(C)=CCC\C(C)=C/COC=O,TRUE
20014,FDB020007,Benzyl cinnamate,O=C(OCC1=CC=CC=C1)\C=C/C1=CC=CC=C1,TRUE
20015,FDB020008,1-Phenylethyl propanoate,CCC(=O)OC(C)C1=CC=CC=C1,TRUE
20018,FDB020011,Butyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OCCCC,TRUE
20022,FDB020015,Octyl benzoate,CCCCCCCCOC(=O)C1=CC=CC=C1,TRUE
20023,FDB020016,Quercetin 3-[rhamnosyl-(1->2)-rhamnosyl-(1->6)-glucoside],CC1OC(OC2C(O)C(O)C(C)OC2OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
20024,FDB020017,Butyl pentanoate,CCCCOC(=O)CCCC,TRUE
20025,FDB020018,Propyl pentanoate,CCCCC(=O)OCCC,TRUE
20026,FDB020019,Ethyl pentanoate,CCCCC(=O)OCC,TRUE
20028,FDB020021,"2-Ethyl-3,5-dimethylpyrazine",CCC1=C(C)N=C(C)C=N1,TRUE
20042,FDB020035,"8-(3,6-Dimethyl-2-heptenyl)-naringenin",CC(C)CC\C(C)=C/CC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1,TRUE
20046,FDB020039,Blumeatin,COC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC(O)=CC(O)=C1,TRUE
20050,FDB020043,"3,5,7-Trihydroxy-4',6-dimethoxyflavanone",COC1=CC=C(C=C1)C1OC2=C(C(=O)C1O)C(O)=C(OC)C(O)=C2,TRUE
20057,FDB020050,Pentyl formate,CCCCCOC=O,TRUE
20058,FDB020051,Pentyl benzoate,CCCCCOC(=O)C1=CC=CC=C1,TRUE
20073,FDB020066,Lavandulifolioside,CC1OC(OC2C(O)C(OCCC3=CC(O)=C(O)C=C3)OC(CO)C2OC(=O)\C=C/C2=CC(O)=C(O)C=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,TRUE
20081,FDB020074,Pancal,[Na+].CC(C)(CO)C(O)C(=O)NCCC(O)=O,TRUE
20096,FDB020089,Calcium galactarate,[Ca++].[H]C(O)(C([O-])=O)C([H])(O)C([H])(O)C([H])(O)C([O-])=O,TRUE
20110,FDB020103,"Hesperetin 7-(2,6-dirhamnosylglucoside)",COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1,TRUE
20117,FDB020110,Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE
20131,FDB020124,Isopropyl tetradecanoate,CCCCCCCCCCCCCC(=O)OC(C)C,TRUE
20132,FDB020125,Sodium gluconate,[Na+].OCC(O)C(O)C(O)C(O)C([O-])=O,TRUE
20133,FDB020126,Potassium gluconate,[K+].OCC(O)C(O)C(O)C(O)C([O-])=O,TRUE
20134,FDB020127,Copper(II) gluconate,[Cu++].OCC(O)C(O)C(O)C(O)C([O-])=O.OCC(O)C(O)C(O)C(O)C([O-])=O,TRUE
20135,FDB020128,Almora,[Mg++].OCC(O)C(O)C(O)C(O)C([O-])=O.OCC(O)C(O)C(O)C(O)C([O-])=O,TRUE
20148,FDB020141,Ethyl (¡À)-3-hydroxybutyrate,CCOC(=O)CC(C)O,TRUE
20152,FDB020145,Ethyl 3-(methylthio)propanoate,CCOC(=O)CCSC,TRUE
20153,FDB020146,"(3beta,24(241)Z)-24-Ethylidenelanost-9(11)-en-3-ol",C\C=C(\CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC4(C)C3=CCC12C)C(C)C,TRUE
20165,FDB020158,Propyl phenylacetate,CCCOC(=O)CC1=CC=CC=C1,TRUE
20166,FDB020159,Isopropyl phenylacetate,CC(C)OC(=O)CC1=CC=CC=C1,TRUE
20167,FDB020160,Butyl phenylacetate,CCCCOC(=O)CC1=CC=CC=C1,TRUE
20169,FDB020162,Diethyl decanedioate,CCOC(=O)CCCCCCCCC(=O)OCC,TRUE
20171,FDB020164,Hexyl benzoate,CCCCCCOC(=O)C1=CC=CC=C1,TRUE
20173,FDB020166,Ethyl levulinate,CCOC(=O)CCC(C)=O,TRUE
20191,FDB020184,1-(2-Furanyl)-1-octanone,CCCCCCCC(=O)C1=CC=CO1,TRUE
20211,FDB020204,Oxacyclotetradecan-2-one,O=C1CCCCCCCCCCCCO1,TRUE
20219,FDB020212,Ethylene brassylate,O=C1CCCCCCCCCCCC(=O)OCCO1,TRUE
20223,FDB020216,Ethyl sorbate,CCOC(=O)\C=C\C=C\C,TRUE
20227,FDB020220,Notoginsenoside R4,CC(C)=CCCC(C)(OC1OC(COC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
20231,FDB020224,5-Methyleriodictyol 7-[glucosyl-(1->4)-galactoside],COC1=C2C(=O)CC(OC2=CC(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)=C1)C1=CC(O)=C(O)C=C1,TRUE
20234,FDB020227,Mahuannin A,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C=C1)C1=C(OC3(OC4=C([C@@H]1[C@@H]3O)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,TRUE
20241,FDB020234,6-Hydroxykaempferol 3-glucoside,OCC1OC(OC2=C(OC3=C(C(O)=C(O)C(O)=C3)C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O,TRUE
20252,FDB020245,Quercetin 3-(2-glucosylrhamnoside),CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,TRUE
20254,FDB020247,Moracetin,OCC1OC(OCC2OC(OCC3OC(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC(O)=C(O)C=C4)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
20255,FDB020248,Quercetin 3-xylosyl-(1->6)-glucoside,OC1COC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C1O,TRUE
20256,FDB020249,Isoquercitrin 4''-rhamnoside,CC1OC(OC2C(CO)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(O)C2O)C(O)C(O)C1O,TRUE
20257,FDB020250,Isorhamnetin 3-O-[b-D-xylopyranosyl-(1->6)-b-D-glucopyranoside],COC1=C(O)C=CC(=C1)C1=C(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE
20268,FDB020260,Melongoside H,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE
20298,FDB020290,Sanguisorbin E,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(OC(C)=O)C1O,TRUE
20306,FDB020298,(S)-2-Hydroxy-2-phenylacetonitrile O-b-D-allopyranoside,OCC1OC(OC(C#N)C2=CC=CC=C2)C(O)C(O)C1O,TRUE
20311,FDB020303,Diosgenin 3-[glucosyl-(1->4)-rhamnosyl-(1->4)-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE
20323,FDB020315,4'-Methylliquiritigenin 7-rhamnoside,COC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(C)C(O)C(O)C1O)C=C2,TRUE
20333,FDB020325,Potassium lactate,[K+].CC(O)C([O-])=O,TRUE
20350,FDB020342,Calcium peroxide,[Ca++].[O-][O-],TRUE
20364,FDB020356,(¡À)-5-Heptyldihydro-2(3H)-furanone,CCCCCCCC1CCC(=O)O1,TRUE
20366,FDB020358,Cinnamyl formate,O=COC\C=C/C1=CC=CC=C1,TRUE
20369,FDB020361,Isopropyl formate,CC(C)OC=O,TRUE
20373,FDB020365,2-Methylpropyl benzoate,CC(C)COC(=O)C1=CC=CC=C1,TRUE
20377,FDB020369,Maltitoll,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,TRUE
20380,FDB020372,"3-Acetyl-2,5-dimethylthiophene",CC(=O)C1=C(C)SC(C)=C1,TRUE
20382,FDB020374,Allyl butyrate,CCCC(=O)OCC=C,TRUE
20385,FDB020377,Ethyl (E)-3-hexenoate,CCOC(=O)C\C=C/CC,TRUE
20387,FDB020379,2-Propenyl octanoate,CCCCCCCC(=O)OCC=C,TRUE
20388,FDB020380,Furaneol,CC1OC(C)=C(O)C1=O,TRUE
20389,FDB020381,Allyl cyclohexylacetate,C=CCOC(=O)CC1CCCCC1,TRUE
20390,FDB020382,Piperazine hydrochloride (1:2),Cl.Cl.C1CNCCN1,TRUE
20420,FDB020412,3'-Glucosylphloroacetophenone,CC(=O)C1=C(O)C(C2OC(CO)C(O)C(O)C2O)=C(O)C=C1O,TRUE
20456,FDB020448,Mabioside C,[H][C@]12CCC3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)C(=O)OCC1=C2C(=O)O[C@@H]1CC=C(C)C,TRUE
20468,FDB020460,Capsicoside C,COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C,TRUE
20469,FDB020461,Capsicoside B,COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C,TRUE
20481,FDB020473,"(2S,2'R,3S,3'R,4S)-3,4',5,7-Tetrahydroxyflavan(2->7,4->8)-3,3',5,5',7-pentahydroxyflavan",OC1CC2=C(OC1C1=CC(O)=CC(O)=C1)C1=C(OC3(OC4=C(C1C3O)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,TRUE
20483,FDB020475,Proanthocyanidin A7,OC1CC2=C3OC4(OC5=C(C(C4O)C3=C(O)C=C2OC1C1=CC(O)=C(O)C=C1)C(O)=CC(O)=C5)C1=CC=C(O)C(O)=C1,TRUE
20501,FDB020493,3'-(1''-(3-Methylbutanoyl))-angeloyl vaginidiol,C\C=C(\C)C(=O)OC1C(OC2=C1C1=C(C=C2)C=CC(=O)O1)C(C)(C)OC(=O)CC(C)C,TRUE
20532,FDB020524,Acemannan,CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@@H]([C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@@H](OC)[C@H](OC(C)=O)[C@@H]8O)[C@H](OC(C)=O)[C@@H]7O)[C@H](OC(C)=O)[C@@H]6O)C([O-])=O)[C@H](OC(C)=O)[C@@H]5O)[C@H](O)[C@@H]4NC(C)=O)[C@H](OC(C)=O)[C@@H]3O)[C@H](OC(C)=O)[C@@H]2O)[C@H](OC(C)=O)[C@@H]1O,TRUE
20538,FDB020530,"7-Hydroxy-3',4',5,6,8-pentamethoxyflavone",COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(O)C(OC)=C2O1,TRUE
20540,FDB020532,"4'-Hydroxy-5,6,7,8-tetramethoxyflavone",COC1=C(OC)C(OC)=C2C(=O)C=C(OC2=C1OC)C1=CC=C(O)C=C1,TRUE
20553,FDB020545,Ethyl lactate,CCOC(=O)C(C)O,TRUE
20562,FDB020554,Polypodoside B,CC(C1CCC2C3=CC(=O)C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C1CCC(C)C(OC2OC(C)C(O)C(O)C2O)O1,TRUE
20563,FDB020555,Polypodoside C,COC1C(O)C(C)OC(OC2OC(CCC2C)C(C)C2CCC3C4=CC(=O)C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2O)C1O,TRUE
20601,FDB020593,"3beta-12,21-Baccharadien-3-ol",CC(C)=CCCC1(C)CCC2(C)C(C1)=CCC1C3(C)CCC(O)C(C)(C)C3CCC21C,TRUE
20624,FDB020616,2-Ethoxy-5-(1-propenyl)phenol,CCOC1=C(O)C=C(\C=C\C)C=C1,TRUE
20627,FDB020619,Kaempferide 3-rhamnoside,COC1=CC=C(C=C1)C1=C(OC2OC(C)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE
20629,FDB020621,Vinaginsenoside R7,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
20632,FDB020624,Quinoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(COC6OC(CO)C(O)C(O)C6O)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,TRUE
20634,FDB020626,Phytolaccoside I,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)COC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(CCC5(CCC43C)C(O)=O)C(O)=O)C2(C)CO)C(O)C(O)C1O,TRUE
20646,FDB020638,"2,3-Butanediol glucoside",CC(O)C(C)OC1OC(CO)C(O)C(O)C1O,TRUE
20668,FDB020660,"3',6-Disinapoylsucrose",COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)\C=C\C3=CC(OC)=C(O)C(OC)=C3)C(O)C(O)C2O)=CC(OC)=C1O,TRUE
20672,FDB020664,15-Oxo-21-hydroxymabiogenin 3-[rhamnosyl-(1->6)-glucoside],[H][C@@]12C(=O)O[C@H](CC=C(C)C)[C@]1(CO)OC(=O)[C@]1(C)[C@]2([H])CCC2[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)C3CC[C@@]12C,TRUE
20676,FDB020668,Vinaginsenoside R4,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3C(O)CC21C,TRUE
20683,FDB020675,Araloside G,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
20684,FDB020676,Oleanolic acid 3-glucuronide,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE
20685,FDB020677,Elatoside E,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE
20688,FDB020680,Tarasaponin VI,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
