,,,,bitter,sweet,tasteless
FDB012011,Dimethyl succinate,COC(=O)CCC(=O)OC,TRUE,0.01,0.980000019,0.02
FDB008746,Butyl 3-methylbutanoate,CCCCOC(=O)CC(C)C,TRUE,0,0.980000019,0.02
FDB009053,Calcium cyclamate,O.O.[Ca++].[O-]S(=O)(=O)NC1CCCCC1.[O-]S(=O)(=O)NC1CCCCC1,TRUE,0,0.980000019,0.02
FDB011860,Homofureanol,CCC1OC(C)=C(O)C1=O,TRUE,0,0.980000019,0.02
FDB016831,Isobutyl cinnamate,CC(C)COC(=O)\C=C/C1=CC=CC=C1,TRUE,0,0.980000019,0.02
FDB019366,Trehalulose,OCC1OC(O)(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,TRUE,0,0.980000019,0.02
FDB019935,Isoamyl butyrate,CCCC(=O)OCCC(C)C,TRUE,0,0.980000019,0.02
FDB020051,Pentyl benzoate,CCCCCOC(=O)C1=CC=CC=C1,TRUE,0,0.980000019,0.02
FDB021122,a-L-Fucopyranosyl-(1->2)-b-D-galactopyranosyl-(1->2)-D-xylose,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)OCC(O)C2O)C(O)C(O)C1O,TRUE,0,0.980000019,0.02
FDB022215,Lactulose,[H][C@]1(CO)OC(O)(CO)[C@@]([H])(O)[C@]1([H])O[C@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,TRUE,0,0.980000019,0.02
FDB022537,1-Deoxy-D-xylulose,OC[C@@H]1OC[C@@H](O)[C@@H]1O,TRUE,0,0.980000019,0.02
FDB011272,Phenylmethyl benzeneacetate,O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,TRUE,0.01,0.970000029,0.02
FDB018749,Isopropyl 2-methylbutanoate,CCC(C)C(=O)OC(C)C,TRUE,0.01,0.970000029,0.02
FDB001141,Inulin,OCC1OC(CO)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB001178,Neokestose,OCC1OC(CO)(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB011399,Ethyl cellulose,CCOCC1OC(OC)C(OCC)C(OCC)C1OC1OC(CO)C(OC)C(O)C1O,TRUE,0,0.970000029,0.02
FDB017862,Bifurcose,OCC1OC(CO)(OCC2OC(COC3(CO)OC(CO)C(O)C3O)(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB018314,Neobifurcose,OCC1OC(CO)(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(OC3(CO)OC(CO)C(O)C3O)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB018358,7-Hexyl-2-oxepanone,CCCCCCC1CCCCC(=O)O1,TRUE,0,0.970000029,0.02
FDB018703,Nystose,OCC1OC(CO)(OCC2(OCC3(OC4OC(CO)C(O)C(O)C4O)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB019384,beta-D-Fructofuranosyl-(2->1)-beta-D-fructofuranosyl-(2->6)-alpha-D-glucopyranosyl-(1->2)-beta-D-fructofuranosyl beta-D-fructofuranoside,OCC1OC(CO)(OCC2(OCC3OC(OC4(COC5(CO)OC(CO)C(O)C5O)OC(CO)C(O)C4O)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB020000,Kelose,OCC1OC(CO)(OCC2OC(CO)(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,TRUE,0,0.970000029,0.02
FDB020007,Benzyl cinnamate,O=C(OCC1=CC=CC=C1)\C=C/C1=CC=CC=C1,TRUE,0,0.970000029,0.02
FDB008751,Propyl 3-methylbutanoate,CCCOC(=O)CC(C)C,TRUE,0.02,0.959999979,0.02
FDB012447,2-Methylpropyl butanoate,CCCC(=O)OCC(C)C,TRUE,0.02,0.959999979,0.02
FDB001138,Chiro-Inositol,O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.01,0.959999979,0.02
FDB002870,1-(4-Methoxyphenyl)-1-penten-3-one,CCC(=O)\C=C\C1=CC=C(OC)C=C1,TRUE,0.01,0.959999979,0.02
FDB003346,(E)-2-Octen-1-ol,CCCCC\C=C/CO,TRUE,0.01,0.959999979,0.02
FDB004240,Oct-trans-2-en-1-ol,[H]\C(CO)=C(\[H])CCCCC,TRUE,0.01,0.959999979,0.02
FDB010547,Myo-Inositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,TRUE,0.01,0.959999979,0.02
FDB023828,Scyllitol,O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O,TRUE,0.01,0.959999979,0.02
FDB011615,(±)-5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,CCC1OC(=O)C(O)=C1C,TRUE,0,0.959999979,0.02
FDB011930,"2,3-Butanedione",CC(=O)C(C)=O,TRUE,0.079999998,0.949999988,0.02
FDB003406,Cyclohexanecarboxylic acid,OC(=O)C1CCCCC1,TRUE,0.029999999,0.949999988,0.02
FDB020212,Ethylene brassylate,O=C1CCCCCCCCCCCC(=O)OCCO1,TRUE,0.01,0.949999988,0.02
FDB004401,2-O-(beta-L-Arabinopyranosyl)-myoinositol,O[C@H]1CO[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,TRUE,0,0.949999988,0.02
FDB001366,Ethyl propionate,CCOC(=O)CC,TRUE,0.170000002,0.939999998,0.02
FDB001327,Isopentyl isopentanoate,CC(C)CCOC(=O)CC(C)C,TRUE,0.050000001,0.939999998,0.02
FDB008878,"2,6-Dimethylphenol",CC1=CC=CC(C)=C1O,TRUE,0.039999999,0.939999998,0.02
FDB015869,Butyl anthranilate,CCCCOC(=O)C1=CC=CC=C1N,TRUE,0.01,0.939999998,0.02
FDB011056,"2,3-Butanediol apiosylglucoside",CC(O)C(C)OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,TRUE,0,0.939999998,0.02
FDB111981,Lysylphenylalanine,NCCCC[C@H](N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,TRUE,0.07,0.889999986,0.02
FDB003279,Methyl isobutyrate,COC(=O)C(C)C,TRUE,0.050000001,0.889999986,0.02
FDB008255,Benzylideneacetone,CC(=O)\C=C\C1=CC=CC=C1,TRUE,0.109999999,0.879999995,0.02
FDB003278,Ethyl 2-methylpropanoate,CCOC(=O)C(C)C,TRUE,0.059999999,0.870000005,0.02
FDB003240,Ethyl acetate,CCOC(C)=O,TRUE,0.090000004,0.860000014,0.02
FDB004013,alpha-Amino-beta-hydroxybutyric acid,CC(O)C(N)C(O)=O,TRUE,0.079999998,0.850000024,0.02
FDB011999,L-Threonine,C[C@@H](O)[C@H](N)C(O)=O,TRUE,0.079999998,0.850000024,0.02
FDB023287,L-Allothreonine,C[C@H](O)[C@H](N)C(O)=O,TRUE,0.079999998,0.850000024,0.02
FDB001482,Hexacosan-1-ol,CCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB002891,1-Tetradecanol,CCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB002917,1-Undecanol,CCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB003051,Cetyl alcohol,CCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB003307,1-Nonanol,CCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB004328,1-Heptacosanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB004332,1-Pentacosanol,CCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB004539,N-1-Dotriacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB005206,Triacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB005207,1-Tricosanol,CCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB005216,Lignoceryl alcohol,CCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB006219,1-Pentadecanol,CCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB006629,Hentriacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB007037,1-Heptadecanol,CCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB007043,1-Nonadecanol,CCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB007105,Docosan-1-ol,CCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB007106,Eicosan-1-ol,CCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB008072,1-Hexanol,CCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB011187,Sapiol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB012351,1-Decanol,CCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB012583,1-Octanol,CCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB012759,1-Octacosanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB012764,1-Octadecanol,CCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB021441,1-Tritriacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE,0.300000012,0.689999998,0.02
FDB012748,19-Methoxypomolic acid 3-arabinoside,COC(=O)C12CCC(C)C(C)(O)C1C1=CCC3C4(C)CCC(OC5OCC(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)CC2,TRUE,0.560000002,0.639999986,0.02
FDB008898,Activated carbon,C,TRUE,0.519999981,0.479999989,0.02
FDB004940,L-(-)-Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,TRUE,0.090000004,0.460000008,0.02
FDB013245,(±)-Phenylalanine,NC(CC1=CC=CC=C1)C(O)=O,TRUE,0.090000004,0.460000008,0.02
FDB010556,"1,1-Dimethoxy-2-phenylethane",COC(CC1=CC=CC=C1)OC,TRUE,0.680000007,0.239999995,0.02
FDB012106,Acetophenone,CC(=O)C1=CC=CC=C1,TRUE,0.790000021,0.189999998,0.02
FDB015937,28-Glucopyranosyl-3-methyloleanolic acid,COC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(CCC32C)C(=O)OC2OC(CO)C(O)C(O)C2O)C1(C)C,TRUE,0.810000002,0.150000006,0.02
FDB017846,Neolinustatin,CCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C#N,TRUE,0.800000012,0.100000001,0.02
FDB003292,Lactic acid,CC(O)C(O)=O,TRUE,0.769999981,0.100000001,0.02
FDB003293,D-Lactic acid,C[C@H](O)C(O)=O,TRUE,0.769999981,0.100000001,0.02
FDB010926,Momorcharaside B,CC(C(O)C(O)C(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,TRUE,0.860000014,0.090000004,0.02
FDB010109,Polyoxyethylene 40 monostearate,CCCCCCCCCCCCCCCCCC(=O)OCCO,TRUE,0.920000017,0.07,0.02
FDB003994,alpha-Terpinyl acetate,CC(=O)OC(C)(C)C1CCC(C)=CC1,TRUE,0.850000024,0.07,0.02
FDB008755,alpha-Terpinyl formate,CC1=CCC(CC1)C(C)(C)OC=O,TRUE,0.850000024,0.07,0.02
FDB010375,Terpinyl isobutyrate,CC(C)C(=O)OC(C)(C)C1CCC(C)=CC1,TRUE,0.850000024,0.07,0.02
FDB000764,Dimethyl sulfoxide,CS(C)=O,TRUE,0.939999998,0.050000001,0.02
FDB000229,Gallic acid 3-O-gallate,OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,TRUE,0.949999988,0.039999999,0.02
FDB013587,(-)-Fenchone,CC1(C)C2CCC(C)(C2)C1=O,TRUE,0.939999998,0.039999999,0.02
FDB020074,Pancal,[Na+].CC(C)(CO)C(O)C(=O)NCCC(O)=O,TRUE,0.670000017,0.039999999,0.02
FDB000605,Isorhamnetin 3-galactoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.959999979,0.029999999,0.02
FDB000611,Isosakuranetin 7-glucoside,COC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C=C2O,TRUE,0.959999979,0.029999999,0.02
FDB002678,Hesperetin 7-glucoside,COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1,TRUE,0.959999979,0.029999999,0.02
FDB005749,Isorhamnetin 3-beta-D-glucoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.959999979,0.029999999,0.02
FDB005846,Sakuranin,COC1=CC(OC2OC(CO)C(O)C(O)C2O)=C2C(=O)CC(OC2=C1)C1=CC=C(O)C=C1,TRUE,0.959999979,0.029999999,0.02
FDB011869,5-Methylnaringenin 7-glucoside,COC1=C2C(=O)CC(OC2=CC(OC2OC(CO)C(O)C(O)C2O)=C1)C1=CC=C(O)C=C1,TRUE,0.959999979,0.029999999,0.02
FDB012220,Formononetin 7-glucoside,COC1=CC=C(C=C1)C1=COC2=C(C=CC(OC3OC(CO)C(O)C(O)C3O)=C2)C1=O,TRUE,0.959999979,0.029999999,0.02
FDB012224,Biochanin A 7-glucoside,COC1=CC=C(C=C1)C1=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C2C1=O,TRUE,0.959999979,0.029999999,0.02
FDB016387,Azaleatin 3-galactoside,COC1=C2C(=O)C(OC3OC(CO)C(O)C(O)C3O)=C(OC2=CC(O)=C1)C1=CC(O)=C(O)C=C1,TRUE,0.959999979,0.029999999,0.02
FDB016510,Diosmetin 7-glucoside,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1,TRUE,0.959999979,0.029999999,0.02
FDB016512,Chrysoeriol 7-glucoside,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1,TRUE,0.959999979,0.029999999,0.02
FDB017323,Glycitin,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,TRUE,0.959999979,0.029999999,0.02
FDB018248,Calycosin 7-galactoside,COC1=CC=C(C=C1O)C1=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C2C1=O,TRUE,0.959999979,0.029999999,0.02
FDB019589,4'-Methylliquiritigenin 7-glucoside,COC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C=C2,TRUE,0.959999979,0.029999999,0.02
FDB021629,Isorhamnetin 3-O-b-D-glucopyranoside,COC1=C(O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.959999979,0.029999999,0.02
FDB022629,Sulfate,[O-]S([O-])(=O)=O,TRUE,0.959999979,0.029999999,0.02
FDB001756,Crepidiaside B,[H][C@@]12CCC(C)=C3C(=O)C=C(CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@]3([H])[C@@]1([H])OC(=O)[C@H]2C,TRUE,0.949999988,0.029999999,0.02
FDB010834,Glycerol tripropanoate,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,TRUE,0.930000007,0.029999999,0.02
FDB003043,Avocadyne 1-acetate,CC(=O)OCC(O)CC(O)CCCCCCCCCCCC#C,TRUE,0.920000017,0.029999999,0.02
FDB022737,Famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,TRUE,0.920000017,0.029999999,0.02
FDB001773,"(9Z)-beta,beta-Carotene",C/C(/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,TRUE,0.910000026,0.029999999,0.02
FDB003842,Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,TRUE,0.910000026,0.029999999,0.02
FDB001801,Cichorioside I,[H][C@]12CC(C)=C3C(=O)C=C(COC4OC(CO)C(O)C(O)C4O)[C@]3([H])[C@@H](O)[C@]1([H])[C@H](C)C(=O)O2,TRUE,0.980000019,0.01,0.02
FDB001471,Butin,OC1=CC2=C(C=C1)C(=O)C[C@H](O2)C1=CC=C(O)C(O)=C1,TRUE,0.970000029,0.01,0.02
FDB001795,Cichorioside B,[H][C@]12OC(=O)[C@@H](C)[C@]1([H])[C@@H](O)CC(C)=C1C(=O)C=C(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]21[H],TRUE,0.970000029,0.01,0.02
FDB012223,Biochanin A,COC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,TRUE,0.970000029,0.01,0.02
FDB014539,Matairesinol,COC1=CC(CC2C(CC3=CC(OC)=C(O)C=C3)COC2=O)=CC=C1O,TRUE,0.970000029,0.01,0.02
FDB018108,Methylprotodioscin,COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O,TRUE,0.970000029,0.01,0.02
FDB023194,Salicin,OC[C@H]1O[C@@H](OC2=C(CO)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.970000029,0.01,0.02
FDB004979,Oxypeucedanin hydrate,CC(C)(O)[C@H](O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2,TRUE,0.959999979,0.01,0.02
FDB013636,Amygdalin,OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.959999979,0.01,0.02
FDB017839,Mandelonitrile sophoroside,OCC1OC(OC2C(O)C(O)C(CO)OC2OC(C#N)C2=CC=CC=C2)C(O)C(O)C1O,TRUE,0.959999979,0.01,0.02
FDB023599,Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,TRUE,0.860000014,0.01,0.02
FDB002625,Taxiphyllin,OCC1OC(OC(C#N)C2=CC=C(O)C=C2)C(O)C(O)C1O,TRUE,1,0,0.02
FDB022228,Glycyl-L-leucine,CC(C)C[C@H](NC(=O)CN)C(O)=O,TRUE,1,0,0.02
FDB000082,Butein,[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)C1=C(O)C=C(O)C=C1,TRUE,0.99000001,0,0.02
FDB001900,Hulupinic acid,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O,TRUE,0.99000001,0,0.02
FDB002075,Oripavine,COC1=CC=C2C3CC4=C5C(OC1C25CCN3C)=C(O)C=C4,TRUE,0.99000001,0,0.02
FDB002121,Coreximine,COC1=C(O)C=C2C3CC4=CC(O)=C(OC)C=C4CN3CCC2=C1,TRUE,0.99000001,0,0.02
FDB002876,2alpha-Hydroxyalantolactone,CC1CC(O)CC2(C)CC3OC(=O)C(=C)C3C=C12,TRUE,0.99000001,0,0.02
FDB005759,alpha-Allocryptopine,COC1=C(OC)C2=C(CC(=O)C3=C(CCN(C)C2)C=C2OCOC2=C3)C=C1,TRUE,0.99000001,0,0.02
FDB005902,Verlotorin,C\C1=C/C2OC(=O)C(=C)C2CCC(=C)C(CC1)OO,TRUE,0.99000001,0,0.02
FDB011382,Cassythicine,COC1=C(O)C=C2CC3N(C)CCC4=CC5=C(OCO5)C(C2=C1)=C34,TRUE,0.99000001,0,0.02
FDB011388,Isodomesticine,COC1=C2C3=CC4=C(OCO4)C=C3CC3N(C)CCC(C=C1O)=C23,TRUE,0.99000001,0,0.02
FDB011477,(-)-alpha-Narcotine,[H][C@@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@]1([H])N(C)CCC2=CC3=C(OCO3)C(OC)=C12,TRUE,0.99000001,0,0.02
FDB011479,(±)-alpha-Narcotine,COC1=C(OC)C2=C(C=C1)C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,TRUE,0.99000001,0,0.02
FDB012098,Solanidine,CC1C2CCC(C)CN2C2CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C12,TRUE,0.99000001,0,0.02
FDB013239,Cucurbitacin C,CC(=O)OC(C)(C)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(CO)C(=O)CC12C,TRUE,0.99000001,0,0.02
FDB013534,Artabsinolide D,CC1C2CCC(C)(O)C3=C(C2OC1=O)C(C)(O)CC3O,TRUE,0.99000001,0,0.02
FDB014513,Nomilinic acid,CC(=O)OC(CC(O)=O)C1(C)C(CC(=O)C2(C)C1CCC1(C)C(OC(=O)C3OC213)C1=COC=C1)C(C)(C)O,TRUE,0.99000001,0,0.02
FDB014592,Lactupicrin,CC1=C2C(C3OC(=O)C(=C)C3C(C1)OC(=O)CC1=CC=C(O)C=C1)C(CO)=CC2=O,TRUE,0.99000001,0,0.02
FDB014969,Demethyloleuropein,[H][C@]1(CC(=O)OCCC2=CC(O)=C(O)C=C2)\C(=C/C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(O)=O,TRUE,0.99000001,0,0.02
FDB015209,"25-Acetyl-6,7-didehydrofevicordin F 3-glucoside",CC(=O)OC(C)(C)\C=C\C(O)C(C)(O)C1C(O)CC2(C)C3C=CC4=C(C)C(OC5OC(CO)C(O)C(O)C5O)=C(O)C=C4C3(C)C(=O)CC12C,TRUE,0.99000001,0,0.02
FDB015900,Tatridin B,C\C1=C\C(O)C2C(CC(=C)C(O)CC1)OC(=O)C2=C,TRUE,0.99000001,0,0.02
FDB021863,"Omeprazole, BAN, INN, JAN, USA",COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,TRUE,0.99000001,0,0.02
FDB021888,Cortisol,[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,TRUE,0.99000001,0,0.02
FDB023582,(S)-Esomeprazole,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,TRUE,0.99000001,0,0.02
FDB000441,gamma2-Solamarine,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CN1,TRUE,0.980000019,0,0.02
FDB000453,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O,TRUE,0.980000019,0,0.02
FDB000455,Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,TRUE,0.980000019,0,0.02
FDB002455,Solamargine,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CN1,TRUE,0.980000019,0,0.02
FDB002456,Solasonine,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CN1,TRUE,0.980000019,0,0.02
FDB002571,Catechin,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,TRUE,0.980000019,0,0.02
FDB002708,Juglone,OC1=CC=CC2=C1C(=O)C=CC2=O,TRUE,0.980000019,0,0.02
FDB003761,alpha-Catechin,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,TRUE,0.980000019,0,0.02
FDB004421,4-Gallocatechol,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@H]1C1=CC(O)=C(O)C(O)=C1,TRUE,0.980000019,0,0.02
FDB004902,Sesquiterpenes,C[C@@H]1[C@@H]2CC[C@]3(C)C=CC(=O)C(C)=C3[C@@H]2OC1=O,TRUE,0.980000019,0,0.02
FDB008697,Dehydrotomatine,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CN1,TRUE,0.980000019,0,0.02
FDB009770,Mastic gum,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,TRUE,0.980000019,0,0.02
FDB012162,Codeine,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,TRUE,0.980000019,0,0.02
FDB012721,alpha-Solamarine,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C2O)OC11CCC(C)CN1,TRUE,0.980000019,0,0.02
FDB012722,beta-Solamarine,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CN1,TRUE,0.980000019,0,0.02
FDB013226,Cucurbitacin I,CC(C)(O)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,TRUE,0.980000019,0,0.02
FDB014325,Artabsinolide A,CC1C2CCC(C)(O)C3=C(C2OC1=O)C(C)(O)CC3=O,TRUE,0.980000019,0,0.02
FDB015618,Costunolide,C\C1=C\CC\C(C)=C/C2OC(=O)C(=C)C2CC1,TRUE,0.980000019,0,0.02
FDB015715,Tavulin,C\C1=C/C(O)C2C(OC(=O)C2=C)\C=C(C)\C(O)CC1,TRUE,0.980000019,0,0.02
FDB017126,ent-Epicatechin,O[C@H]1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C=C2O,TRUE,0.980000019,0,0.02
FDB017371,Calamin,COC(=O)C[C@H](O)[C@]1(C)C2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]2(C)[C@@H](O)C(=O)C1C(C)(C)O)C1=COC=C1,TRUE,0.980000019,0,0.02
